mfcc_mean,mel_mean,chroma_mean,zcr_mean,rms_mean,f0_mean,label,file_path
-13.881158828735352,-18.536657333374023,0.673555850982666,0.40513037420382164,0.001134401303716004,29.427054010985263,silence,C:\Users\TLam\Documents\project\data\processed\silence\silence_001.wav
-15.1641263961792,-36.21809768676758,0.495297908782959,0.294738380772293,0.00362596963532269,7.4273316192252885,silence,C:\Users\TLam\Documents\project\data\processed\silence\silence_002.wav
-10.427327156066895,-10.734720230102539,0.7779536843299866,0.47134068968949044,0.0020656539127230644,9.353842844055874,silence,C:\Users\TLam\Documents\project\data\processed\silence\silence_003.wav
-11.7308988571167,-18.802967071533203,0.6873337030410767,0.41491465963375795,0.002794295083731413,26.87453803146887,silence,C:\Users\TLam\Documents\project\data\processed\silence\silence_004.wav
-10.257062911987305,-13.642245292663574,0.7416488528251648,0.45081421675955413,0.0029511763714253902,23.751602106018645,silence,C:\Users\TLam\Documents\project\data\processed\silence\silence_005.wav
-14.107460021972656,-31.037761688232422,0.5575035214424133,0.3340341361464968,0.0031557814218103886,3.206109553033697,silence,C:\Users\TLam\Documents\project\data\processed\silence\silence_006.wav
-19.478553771972656,-48.572593688964844,0.35434937477111816,0.20809178443471338,0.001909262384288013,3.659570202561278,silence,C:\Users\TLam\Documents\project\data\processed\silence\silence_007.wav
-11.676769256591797,-24.787063598632812,0.6336550712585449,0.37952515425955413,0.004944835789501667,30.66338861209604,silence,C:\Users\TLam\Documents\project\data\processed\silence\silence_008.wav
-8.099143028259277,-13.870706558227539,0.7574974894523621,0.4585271944665605,0.0063860113732516766,38.3447069019146,silence,C:\Users\TLam\Documents\project\data\processed\silence\silence_009.wav
-17.299697875976562,-63.54667663574219,0.16264307498931885,0.07868170282643312,0.006467550527304411,110.0542127083402,speech,C:\Users\TLam\Documents\project\data\processed\speech\G00002S1001.wav
-12.675148010253906,-56.44286346435547,0.2837117910385132,0.13424002289012738,0.04413004592061043,180.37923960223037,speech,C:\Users\TLam\Documents\project\data\processed\speech\G00031S2195.wav
-14.800875663757324,-71.38851928710938,0.08040781319141388,0.03625099522292994,0.019628318026661873,72.44023389564721,speech,C:\Users\TLam\Documents\project\data\processed\speech\G00031S5433.wav
-15.197441101074219,-62.97610092163086,0.1837329864501953,0.04629652667197452,0.007493872661143541,51.315636769379516,speech,C:\Users\TLam\Documents\project\data\processed\speech\G10310S3264.wav
-13.513431549072266,-58.484928131103516,0.1911991387605667,0.07124863156847133,0.009021291509270668,114.46162928762168,speech,C:\Users\TLam\Documents\project\data\processed\speech\G10310S6450.wav
-15.273277282714844,-63.45475387573242,0.196576327085495,0.05684588972929936,0.02349896915256977,68.35571452030749,speech,C:\Users\TLam\Documents\project\data\processed\speech\G10373S4429.wav
